ST,INSTRUMENT_ID,ANSWER_ID,ESTIMATE_PERCENTAGE,SE
IN,7,1,0.380,  1.92
IN,7,2,0.620,  1.92
IN,8,1,0.035,  0.51
IN,8,2,0.965,  0.51
IN,9,1,0.072,  1.38
IN,9,2,0.928,  1.38
IN,10,1,0.037,  1.07
IN,10,2,0.071,  0.76
IN,10,3,0.195,  1.82
IN,10,4,0.340,  1.72
IN,10,5,0.239,  1.88
IN,10,7,0.093,  1.74
IN,11,1,0.047,  1.35
IN,11,2,0.953,  1.35
IN,12,1,0.138,  1.41
IN,12,2,0.862,  1.41
IN,13,1,0.747,  3.10
IN,13,2,0.204,  2.08
IN,13,3,0.088,  2.15
IN,13,4,0.018,  0.51
IN,13,5,0.036,  1.09
IN,13,6,0.094,  1.36
IN,13,7,0.085,  2.19
IN,13,8,0.041,  0.81
IN,13,9,0.048,  1.11
IN,13,10,0.187,  2.77
IN,14,1,0.732,  3.19
IN,14,2,0.135,  2.12
IN,14,3,0.057,  1.17
IN,14,4,0.022,  0.87
IN,14,5,0.234,  2.34
IN,15,1,0.030,  1.16
IN,15,2,0.149,  2.57
IN,15,3,0.270,  2.43
IN,15,4,0.377,  1.55
IN,15,5,0.058,  1.57
IN,15,6,0.116,  1.41
KS,1,1,0.332,  3.56
KS,1,2,0.475,  4.34
KS,1,3,0.152,  1.46
KS,2,1,0.126,  2.24
KS,2,2,0.548,  5.02
KS,2,3,0.326,  3.43
KS,3,1,0.069,  1.69
KS,3,2,0.048,  1.64
KS,3,4,0.117,  2.12
KS,3,5,0.257,  4.08
KS,3,6,0.179,  3.17
KS,3,7,0.047,  1.23
KS,3,8,0.090,  1.41
KS,3,9,0.078,  2.37
KS,3,10,0.083,  2.12
KS,4,1,0.187,  3.77
KS,4,2,0.813,  3.77
KS,5,1,0.051,  1.77
KS,5,2,0.090,  1.78
KS,5,3,0.859,  2.67
KS,6,1,0.089,  2.63
KS,6,2,0.249,  2.01
KS,6,3,0.662,  2.00
KS,7,1,0.360,  3.73
KS,7,2,0.640,  3.73
KS,8,1,0.049,  2.05
KS,8,2,0.951,  2.05
KS,9,1,0.111,  2.29
KS,9,2,0.889,  2.29
KS,10,2,0.081,  1.82
KS,10,3,0.196,  1.91
KS,10,4,0.343,  4.47
KS,10,5,0.253,  4.45
KS,10,7,0.085,  1.87
KS,11,2,0.969,  1.04
KS,12,1,0.111,  1.97
KS,12,2,0.889,  1.97
KS,13,1,0.742,  4.18
KS,13,2,0.223,  3.21
KS,13,3,0.106,  2.50
KS,13,6,0.096,  2.26
KS,13,7,0.094,  1.65
KS,13,10,0.201,  2.78
KS,14,1,0.720,  4.57
KS,14,2,0.120,  1.94
KS,14,3,0.067,  1.72
KS,14,5,0.241,  3.35
KS,15,2,0.130,  2.36
KS,15,3,0.222,  3.43
KS,15,4,0.435,  5.00
KS,15,6,0.142,  3.41
KY,1,1,0.431,  3.06
KY,1,2,0.373,  3.69
KY,1,3,0.121,  2.18
KY,2,1,0.141,  3.07
KY,2,2,0.570,  4.08
KY,2,3,0.290,  4.30
KY,3,1,0.084,  2.48
KY,3,2,0.073,  1.77
KY,3,3,0.083,  2.86
KY,3,4,0.142,  2.98
KY,3,5,0.209,  4.42
KY,3,6,0.162,  3.25
KY,3,7,0.043,  1.25
KY,3,8,0.086,  2.53
KY,3,9,0.059,  1.54
KY,3,10,0.059,  1.05
KY,4,1,0.292,  3.49
KY,4,2,0.708,  3.49
KY,5,1,0.118,  2.53
KY,5,2,0.094,  2.59
KY,5,3,0.788,  3.18
KY,6,1,0.180,  3.42
KY,6,2,0.251,  2.40
KY,6,3,0.569,  4.01
KY,7,1,0.398,  6.03
KY,7,2,0.602,  6.03
KY,8,1,0.034,  1.10
KY,8,2,0.966,  1.10
KY,9,1,0.170,  3.51
KY,9,2,0.830,  3.51
KY,10,1,0.057,  2.20
KY,10,2,0.113,  2.03
KY,10,3,0.163,  2.58
KY,10,4,0.328,  2.82
KY,10,5,0.200,  2.34
KY,10,7,0.099,  2.36
KY,11,2,0.967,  1.25
KY,12,1,0.134,  3.58
KY,12,2,0.866,  3.58
KY,13,1,0.649,  4.46
KY,13,2,0.229,  3.96
KY,13,6,0.099,  2.38
KY,13,7,0.141,  2.83
KY,13,10,0.245,  3.05
KY,14,1,0.606,  4.83
KY,14,2,0.135,  4.22
KY,14,5,0.338,  4.95
KY,15,2,0.156,  3.58
KY,15,3,0.225,  3.44
KY,15,4,0.371,  4.04
KY,15,5,0.103,  2.91
KY,15,6,0.095,  2.62
LA,1,1,0.412,  2.44
LA,1,2,0.448,  2.51
LA,1,3,0.122,  2.05
LA,2,1,0.147,  3.06
LA,2,2,0.641,  3.10
LA,2,3,0.212,  3.74
LA,3,1,0.123,  1.89
LA,3,3,0.055,  1.42
LA,3,4,0.092,  2.54
LA,3,5,0.224,  2.26
LA,3,6,0.155,  2.56
LA,3,7,0.060,  1.40
LA,3,8,0.086,  1.39
LA,3,9,0.069,  1.24
LA,3,10,0.099,  1.74
LA,4,1,0.346,  2.59
LA,4,2,0.654,  2.59
LA,5,1,0.086,  2.47
LA,5,2,0.168,  2.25
LA,5,3,0.747,  2.72
LA,6,1,0.094,  1.40
LA,6,2,0.320,  2.65
LA,6,3,0.586,  2.47
LA,7,1,0.386,  3.15
LA,7,2,0.614,  3.15
LA,8,2,0.966,  1.58
LA,9,1,0.110,  1.54
LA,9,2,0.890,  1.54
LA,10,1,0.035,  1.14
LA,10,2,0.066,  2.49
LA,10,3,0.184,  2.12
LA,10,4,0.282,  2.15
LA,10,5,0.199,  2.94
LA,10,7,0.197,  3.18
LA,11,2,0.956,  1.53
LA,12,1,0.089,  1.26
LA,12,2,0.911,  1.26
LA,13,1,0.762,  4.55
LA,13,2,0.271,  3.19
LA,13,3,0.140,  2.32
LA,13,6,0.048,  1.02
LA,13,7,0.061,  1.81
LA,13,10,0.154,  3.08
LA,14,1,0.716,  4.39
LA,14,2,0.222,  2.29
LA,14,3,0.093,  1.73
LA,14,5,0.212,  3.05
LA,15,1,0.054,  1.36
LA,15,2,0.184,  3.65
LA,15,3,0.222,  3.25
LA,15,4,0.342,  2.36
LA,15,5,0.108,  2.84
LA,15,6,0.090,  1.47
MA,1,1,0.487,  2.30
MA,1,2,0.401,  2.91
MA,1,3,0.087,  1.97
MA,2,1,0.082,  1.76
MA,2,2,0.610,  2.50
MA,2,3,0.307,  2.92
MA,3,1,0.162,  1.46
MA,3,2,0.038,  0.92
MA,3,3,0.045,  1.05
MA,3,4,0.108,  1.36
MA,3,5,0.175,  2.56
MA,3,6,0.148,  1.73
MA,3,7,0.069,  1.07
MA,3,8,0.084,  1.55
MA,3,9,0.093,  2.05
MA,3,10,0.078,  1.50
MA,4,1,0.381,  2.12
MA,4,2,0.619,  2.12
MA,5,1,0.095,  2.17
MA,5,2,0.179,  1.96
MA,5,3,0.727,  2.57
MA,6,1,0.125,  1.71
MA,6,2,0.313,  3.03
MA,6,3,0.562,  2.77
MA,7,1,0.435,  3.47
MA,7,2,0.565,  3.47
MA,8,1,0.055,  1.41
MA,8,2,0.945,  1.41
MA,9,1,0.124,  1.72
MA,9,2,0.876,  1.72
MA,10,1,0.036,  0.69
MA,10,2,0.083,  1.07
MA,10,3,0.156,  1.62
MA,10,4,0.308,  1.80
MA,10,5,0.286,  1.78
MA,10,6,0.026,  0.69
MA,10,7,0.105,  1.06
MA,11,1,0.050,  1.10
MA,11,2,0.950,  1.10
MA,12,1,0.154,  1.30
MA,12,2,0.846,  1.30
MA,13,1,0.753,  1.66
MA,13,2,0.247,  1.55
MA,13,3,0.111,  1.34
MA,13,4,0.028,  0.84
MA,13,5,0.029,  0.93
MA,13,6,0.055,  0.96
MA,13,7,0.105,  1.47
MA,13,8,0.038,  1.22
MA,13,9,0.045,  1.77
MA,13,10,0.169,  2.22
MA,14,1,0.726,  1.59
MA,14,2,0.142,  1.72
MA,14,3,0.070,  1.06
MA,14,4,0.030,  1.10
MA,14,5,0.213,  1.69
MA,15,2,0.118,  2.24
MA,15,3,0.224,  1.75
MA,15,4,0.477,  2.16
MA,15,5,0.096,  1.61
MA,15,6,0.063,  1.29
MD,1,1,0.470,  2.15
MD,1,2,0.413,  1.74
MD,1,3,0.092,  1.41
MD,1,4,0.018,  0.54
MD,2,1,0.117,  1.50
MD,2,2,0.590,  1.86
MD,2,3,0.293,  2.11
MD,3,1,0.136,  1.72
MD,3,2,0.072,  2.00
MD,3,3,0.051,  1.16
MD,3,4,0.112,  1.44
MD,3,5,0.188,  1.60
MD,3,6,0.150,  1.50
MD,3,7,0.053,  0.89
MD,3,8,0.085,  1.11
MD,3,9,0.080,  1.41
MD,3,10,0.074,  0.73
MD,4,1,0.363,  2.54
MD,4,2,0.637,  2.54
MD,5,1,0.085,  1.31
MD,5,2,0.185,  2.11
MD,5,3,0.730,  2.11
MD,6,1,0.104,  1.03
MD,6,2,0.353,  2.05
MD,6,3,0.544,  1.72
MD,7,1,0.385,  1.79
MD,7,2,0.615,  1.79
MD,8,1,0.061,  1.11
MD,8,2,0.939,  1.11
MD,9,1,0.114,  1.21
MD,9,2,0.886,  1.21
MD,10,1,0.031,  0.84
MD,10,2,0.073,  1.36
MD,10,3,0.173,  1.89
MD,10,4,0.338,  2.99
MD,10,5,0.230,  1.90
MD,10,6,0.053,  0.71
MD,10,7,0.102,  1.01
MD,11,1,0.059,  1.24
MD,11,2,0.941,  1.24
MD,12,1,0.188,  2.51
MD,12,2,0.812,  2.51
MD,13,1,0.753,  2.39
MD,13,2,0.275,  1.94
MD,13,3,0.118,  2.03
MD,13,4,0.031,  0.74
MD,13,5,0.197,  1.92
MD,13,6,0.105,  1.37
MD,13,7,0.109,  1.75
MD,13,8,0.048,  1.32
MD,13,9,0.034,  0.72
MD,13,10,0.183,  1.53
MD,14,1,0.672,  2.86
MD,14,2,0.133,  1.94
MD,14,3,0.059,  1.26
MD,14,5,0.296,  2.68
MD,15,1,0.031,  1.01
MD,15,2,0.140,  2.07
MD,15,3,0.233,  1.62
MD,15,4,0.438,  1.58
MD,15,5,0.090,  1.15
MD,15,6,0.068,  1.11
ME,1,1,0.405,  3.83
ME,1,2,0.399,  4.59
ME,1,3,0.150,  2.25
ME,2,1,0.161,  4.28
ME,2,2,0.553,  4.85
ME,2,3,0.286,  4.54
ME,3,1,0.149,  3.22
ME,3,4,0.099,  1.68
ME,3,5,0.178,  2.86
ME,3,6,0.164,  3.85
ME,3,7,0.088,  2.90
ME,3,10,0.101,  2.45
ME,4,1,0.254,  2.63
ME,4,2,0.746,  2.63
ME,5,1,0.131,  3.71
ME,5,2,0.188,  3.57
ME,5,3,0.681,  3.57
ME,6,1,0.150,  4.94
ME,6,2,0.271,  2.61
ME,6,3,0.579,  5.20
ME,7,1,0.441,  2.72
ME,7,2,0.559,  2.72
ME,8,2,0.958,  1.40
ME,9,1,0.137,  3.56
ME,9,2,0.863,  3.56
ME,10,3,0.222,  5.06
ME,10,4,0.349,  3.50
ME,10,5,0.147,  1.47
ME,10,7,0.099,  3.78
ME,11,2,0.951,  2.28
ME,12,1,0.121,  4.36
ME,12,2,0.879,  4.36
ME,13,1,0.696,  4.27
ME,13,2,0.269,  3.53
ME,13,3,0.110,  2.31
ME,13,6,0.121,  5.58
ME,13,7,0.112,  2.51
ME,13,10,0.214,  4.17
ME,14,1,0.666,  4.92
ME,14,2,0.156,  2.73
ME,14,5,0.298,  5.08
ME,15,2,0.099,  3.56
ME,15,3,0.112,  2.96
ME,15,4,0.485,  6.42
ME,15,5,0.107,  2.57
ME,15,6,0.185,  3.17
MI,1,1,0.542,  1.44
MI,1,2,0.376,  2.02
MI,1,3,0.053,  0.80
MI,1,4,0.024,  0.67
MI,2,1,0.145,  2.29
MI,2,2,0.642,  2.52
MI,2,3,0.213,  1.05
MI,3,1,0.143,  1.76
MI,3,2,0.067,  0.94
MI,3,3,0.071,  0.96
MI,3,4,0.133,  1.52
MI,3,5,0.195,  1.69
MI,3,6,0.125,  1.30
MI,3,7,0.054,  0.77
MI,3,8,0.064,  0.85
MI,3,9,0.059,  0.92
MI,3,10,0.090,  1.03
MI,4,1,0.399,  1.28
MI,4,2,0.601,  1.28
MI,5,1,0.137,  1.85
MI,5,2,0.197,  1.92
MI,5,3,0.666,  1.96
MI,6,1,0.164,  1.96
MI,6,2,0.354,  1.35
MI,6,3,0.482,  1.64
MI,7,1,0.452,  2.59
MI,7,2,0.548,  2.59
MI,8,1,0.063,  1.12
MI,8,2,0.937,  1.12
MI,9,1,0.158,  1.54
MI,9,2,0.842,  1.54
MI,10,1,0.041,  0.98
MI,10,2,0.087,  0.91
MI,10,3,0.190,  1.85
MI,10,4,0.333,  1.72
MI,10,5,0.220,  1.69
MI,10,6,0.022,  0.49
MI,10,7,0.109,  0.82
MI,11,1,0.054,  0.76
MI,11,2,0.946,  0.76
MI,12,1,0.187,  1.75
MI,12,2,0.813,  1.75
MI,13,1,0.756,  1.81
MI,13,2,0.287,  2.81
MI,13,3,0.115,  1.32
MI,13,4,0.017,  0.64
MI,13,5,0.078,  0.81
MI,13,6,0.078,  0.85
MI,13,7,0.151,  2.16
MI,13,8,0.045,  1.02
MI,13,9,0.040,  1.00
MI,13,10,0.132,  1.46
MI,14,1,0.708,  1.86
MI,14,2,0.185,  2.28
MI,14,3,0.058,  1.15
MI,14,4,0.020,  0.58
MI,14,5,0.227,  1.65
MI,15,1,0.029,  0.80
MI,15,2,0.160,  1.86
MI,15,3,0.228,  1.77
MI,15,4,0.421,  1.63
MI,15,5,0.114,  1.39
MI,15,6,0.048,  1.04
MN,1,1,0.388,  3.09
MN,1,2,0.470,  2.42
MN,1,3,0.117,  1.92
MN,1,4,0.020,  0.50
MN,2,1,0.114,  1.43
MN,2,2,0.598,  2.52
MN,2,3,0.288,  2.87
MN,3,1,0.085,  1.22
MN,3,2,0.051,  1.40
MN,3,3,0.042,  0.63
MN,3,4,0.150,  2.32
MN,3,5,0.206,  1.62
MN,3,6,0.138,  1.68
MN,3,7,0.078,  1.63
MN,3,8,0.080,  1.50
MN,3,9,0.105,  1.74
MN,3,10,0.066,  1.07
MN,4,1,0.234,  1.23
MN,4,2,0.766,  1.23
MN,5,1,0.101,  1.55
MN,5,2,0.185,  1.28
MN,5,3,0.715,  1.49
MN,6,1,0.121,  1.42
MN,6,2,0.331,  2.53
MN,6,3,0.547,  2.24
MN,7,1,0.383,  2.88
MN,7,2,0.617,  2.88
MN,8,1,0.051,  0.99
MN,8,2,0.949,  0.99
MN,9,1,0.150,  2.03
MN,9,2,0.850,  2.03
MN,10,1,0.043,  1.17
MN,10,2,0.097,  1.45
MN,10,3,0.173,  1.98
MN,10,4,0.291,  1.64
MN,10,5,0.269,  1.68
MN,10,6,0.037,  0.95
MN,10,7,0.090,  1.34
MN,11,1,0.034,  0.77
MN,11,2,0.966,  0.77
MN,12,1,0.113,  1.67
MN,12,2,0.887,  1.67
MN,13,1,0.774,  1.80
MN,13,2,0.279,  2.25
MN,13,3,0.109,  1.95
MN,13,4,0.028,  0.71
MN,13,5,0.060,  1.44
MN,13,6,0.090,  1.33
MN,13,7,0.112,  1.34
MN,13,8,0.040,  0.75
MN,13,9,0.038,  0.73
MN,13,10,0.155,  1.88
MN,14,1,0.757,  1.52
MN,14,2,0.163,  2.09
MN,14,3,0.075,  1.34
MN,14,5,0.206,  1.73
MN,15,2,0.098,  1.42
MN,15,3,0.201,  2.87
MN,15,4,0.490,  2.40
MN,15,5,0.095,  1.63
MN,15,6,0.098,  1.23
MO,1,1,0.405,  3.37
MO,1,2,0.425,  3.20
MO,1,3,0.141,  2.08
MO,2,1,0.198,  1.43
MO,2,2,0.520,  1.97
MO,2,3,0.282,  1.65
MO,3,1,0.088,  1.86
MO,3,2,0.057,  1.19
MO,3,3,0.073,  1.98
MO,3,4,0.121,  1.53
MO,3,5,0.232,  2.73
MO,3,6,0.122,  1.69
MO,3,7,0.063,  2.34
MO,3,8,0.084,  1.52
MO,3,9,0.081,  0.89
MO,3,10,0.079,  1.39
MO,4,1,0.239,  3.35
MO,4,2,0.761,  3.35
MO,5,1,0.087,  1.84
MO,5,2,0.134,  2.43
MO,5,3,0.779,  3.27
MO,6,1,0.117,  1.91
MO,6,2,0.311,  2.51
MO,6,3,0.571,  2.38
MO,7,1,0.401,  2.41
MO,7,2,0.599,  2.41
MO,8,1,0.073,  1.15
MO,8,2,0.927,  1.15
MO,9,1,0.096,  1.83
MO,9,2,0.904,  1.83
MO,10,1,0.070,  1.47
MO,10,2,0.065,  1.30
MO,10,3,0.219,  2.06
MO,10,4,0.291,  2.57
MO,10,5,0.240,  2.17
MO,10,6,0.041,  1.31
MO,10,7,0.074,  1.14
MO,11,1,0.055,  1.01
MO,11,2,0.945,  1.01
MO,12,1,0.156,  2.46
MO,12,2,0.844,  2.46
MO,13,1,0.760,  2.75
MO,13,2,0.245,  1.46
MO,13,3,0.114,  2.58
MO,13,4,0.026,  1.07
MO,13,5,0.035,  0.97
MO,13,6,0.107,  2.76
MO,13,7,0.129,  1.66
MO,13,8,0.053,  1.32
MO,13,9,0.048,  1.24
MO,13,10,0.166,  2.10
MO,14,1,0.724,  3.36
MO,14,2,0.135,  1.32
MO,14,3,0.072,  1.70
MO,14,5,0.234,  2.40
MO,15,2,0.174,  2.47
MO,15,3,0.190,  1.99
MO,15,4,0.432,  1.53
MO,15,5,0.090,  1.55
MO,15,6,0.091,  1.90
MS,1,1,0.340,  3.83
MS,1,2,0.497,  4.46
MS,1,3,0.107,  2.62
MS,2,1,0.206,  1.80
MS,2,2,0.547,  4.69
MS,2,3,0.247,  3.99
MS,3,1,0.086,  3.51
MS,3,4,0.175,  3.17
MS,3,5,0.232,  3.56
MS,3,6,0.173,  2.23
MS,3,8,0.063,  2.03
MS,4,1,0.186,  2.88
MS,4,2,0.814,  2.88
MS,5,2,0.157,  3.69
MS,5,3,0.750,  5.68
MS,6,1,0.118,  2.93
MS,6,2,0.242,  5.07
MS,6,3,0.641,  6.40
MS,7,1,0.364,  5.01
MS,7,2,0.636,  5.01
MS,8,2,0.970,  1.44
MS,9,2,0.920,  3.50
MS,10,1,0.154,  3.37
MS,10,2,0.085,  3.53
MS,10,3,0.200,  3.75
MS,10,4,0.271,  5.05
MS,10,5,0.175,  4.21
MS,10,7,0.101,  2.33
MS,11,2,0.944,  2.37
MS,12,1,0.128,  4.12
MS,12,2,0.872,  4.12
MS,13,1,0.762,  3.59
MS,13,2,0.278,  3.86
MS,13,6,0.091,  2.59
MS,13,7,0.089,  2.34
MS,13,10,0.148,  3.16
MS,14,1,0.700,  3.60
MS,14,2,0.186,  3.19
MS,14,5,0.236,  3.09
MS,15,2,0.139,  4.27
MS,15,3,0.312,  3.02
MS,15,4,0.328,  8.35
MS,15,6,0.107,  2.34
MT,1,1,0.305,  2.95
MT,1,2,0.408,  2.50
MT,1,3,0.253,  4.72
MT,2,1,0.132,  2.76
MT,2,2,0.408,  4.31
MT,2,3,0.460,  4.16
MT,3,3,0.104,  1.92
MT,3,4,0.157,  1.51
MT,3,5,0.231,  3.95
MT,3,6,0.153,  3.77
MT,3,10,0.111,  4.26
MT,4,1,0.196,  4.44
MT,4,2,0.804,  4.44
MT,5,1,0.127,  2.27
MT,5,2,0.077,  3.04
MT,5,3,0.796,  3.31
MT,6,1,0.125,  2.92
MT,6,2,0.205,  4.45
MT,6,3,0.670,  6.10
MT,7,1,0.407,  5.84
MT,7,2,0.593,  5.84
MT,8,2,0.949,  3.05
MT,9,2,0.945,  1.70
MT,10,2,0.139,  3.35
MT,10,3,0.163,  3.38
MT,10,4,0.332,  3.35
MT,10,5,0.246,  3.60
MT,10,7,0.079,  3.03
MT,11,2,0.975,  1.17
MT,12,1,0.096,  2.63
MT,12,2,0.904,  2.63
MT,13,1,0.595,  5.54
MT,13,2,0.244,  3.07
MT,13,3,0.101,  3.21
MT,13,5,0.161,  4.13
MT,13,7,0.092,  3.01
MT,13,10,0.309,  4.50
MT,14,1,0.553,  6.57
MT,14,2,0.159,  2.05
MT,14,3,0.080,  2.55
MT,14,5,0.396,  6.04
MT,15,2,0.109,  2.82
MT,15,3,0.192,  1.92
MT,15,4,0.336,  4.92
MT,15,5,0.111,  3.47
MT,15,6,0.201,  3.01
NC,1,1,0.450,  2.58
NC,1,2,0.427,  3.29
NC,1,3,0.091,  1.15
NC,1,4,0.024,  1.07
NC,2,1,0.146,  1.51
NC,2,2,0.562,  3.38
NC,2,3,0.292,  3.22
NC,3,1,0.076,  0.92
NC,3,2,0.061,  1.47
NC,3,3,0.069,  1.16
NC,3,4,0.143,  2.21
NC,3,5,0.213,  1.28
NC,3,6,0.167,  3.23
NC,3,7,0.052,  0.95
NC,3,8,0.079,  1.01
NC,3,9,0.082,  1.24
NC,3,10,0.059,  0.87
NC,4,1,0.292,  2.53
NC,4,2,0.708,  2.53
NC,5,1,0.102,  1.27
NC,5,2,0.166,  2.38
NC,5,3,0.731,  2.38
NC,6,1,0.129,  1.57
NC,6,2,0.315,  2.54
NC,6,3,0.556,  1.79
NC,7,1,0.396,  1.88
NC,7,2,0.604,  1.88
NC,8,1,0.067,  0.96
NC,8,2,0.933,  0.96
NC,9,1,0.101,  1.27
NC,9,2,0.899,  1.27
NC,10,1,0.060,  2.46
NC,10,2,0.102,  1.39
NC,10,3,0.179,  2.05
NC,10,4,0.329,  2.62
NC,10,5,0.235,  2.28
NC,10,6,0.022,  0.69
NC,10,7,0.072,  1.25
NC,11,1,0.041,  0.86
NC,11,2,0.959,  0.86
NC,12,1,0.131,  1.52
NC,12,2,0.869,  1.52
NC,13,1,0.745,  2.56
NC,13,2,0.321,  1.91
NC,13,3,0.090,  1.20
NC,13,4,0.016,  0.41
NC,13,5,0.035,  0.95
NC,13,6,0.069,  0.56
NC,13,7,0.094,  1.52
NC,13,8,0.039,  0.53
NC,13,9,0.037,  0.90
NC,13,10,0.199,  2.05
NC,14,1,0.673,  2.32
NC,14,2,0.196,  1.67
NC,14,3,0.047,  0.74
NC,14,4,0.018,  0.56
NC,14,5,0.257,  1.37
NC,15,1,0.028,  0.57
NC,15,2,0.120,  1.42
NC,15,3,0.244,  1.46
NC,15,4,0.445,  2.16
NC,15,5,0.075,  1.29
NC,15,6,0.087,  1.31
ND,1,1,0.418,  9.38
ND,1,2,0.381,  8.76
ND,1,3,0.167,  3.65
ND,2,2,0.555,  5.94
ND,2,3,0.331,  5.86
ND,3,5,0.253,  4.63
ND,3,6,0.181,  5.04
ND,4,1,0.182,  4.72
ND,4,2,0.818,  4.72
ND,5,2,0.191,  6.25
ND,5,3,0.738,  8.03
ND,6,2,0.344,  5.07
ND,6,3,0.581,  6.54
ND,7,1,0.348,  5.60
ND,7,2,0.652,  5.60
ND,8,2,0.955,  2.64
ND,9,2,0.898,  4.07
ND,10,3,0.151,  6.29
ND,10,4,0.348,  6.47
ND,10,5,0.258,  4.17
ND,11,2,0.957,  2.87
ND,12,2,0.865,  5.75
ND,13,1,0.715,  3.51
ND,13,2,0.209,  3.76
ND,13,10,0.241,  3.24
ND,14,1,0.715,  3.51
ND,14,5,0.249,  3.79
ND,15,2,0.151,  4.57
ND,15,3,0.306,  8.00
ND,15,4,0.392,  9.90
ND,15,6,0.116,  2.84
NE,1,1,0.286,  4.00
NE,1,2,0.476,  5.03
NE,1,3,0.195,  3.15
NE,2,1,0.148,  3.07
NE,2,2,0.537,  4.13
NE,2,3,0.315,  3.40
NE,3,1,0.064,  2.28
NE,3,4,0.085,  2.88
NE,3,5,0.245,  5.00
NE,3,6,0.160,  3.54
NE,3,7,0.072,  1.54
NE,3,8,0.125,  3.25
NE,3,9,0.070,  1.84
NE,3,10,0.077,  2.47
NE,4,1,0.196,  3.60
NE,4,2,0.804,  3.60
NE,5,2,0.102,  2.14
NE,5,3,0.832,  2.68
NE,6,1,0.116,  3.13
NE,6,2,0.317,  3.55
NE,6,3,0.567,  3.72
NE,7,1,0.382,  4.97
NE,7,2,0.618,  4.97
NE,8,2,0.959,  1.57
NE,9,1,0.137,  3.75
NE,9,2,0.863,  3.75
NE,10,2,0.086,  2.60
NE,10,3,0.179,  3.69
NE,10,4,0.356,  4.00
NE,10,5,0.228,  4.03
NE,10,7,0.132,  3.25
NE,11,2,0.986,  0.88
NE,12,2,0.959,  1.18
NE,13,1,0.737,  3.04
NE,13,2,0.227,  3.24
NE,13,3,0.057,  1.63
NE,13,6,0.072,  1.66
NE,13,7,0.078,  2.33
NE,13,10,0.222,  3.00
NE,14,1,0.721,  3.24
NE,14,2,0.143,  2.54
NE,14,5,0.246,  3.61
NE,15,2,0.196,  3.65
NE,15,3,0.213,  4.35
NE,15,4,0.325,  2.45
NE,15,5,0.061,  1.54
NE,15,6,0.143,  2.22
NH,1,1,0.471,  4.63
NH,1,2,0.401,  5.25
NH,1,3,0.101,  2.30
NH,2,1,0.145,  4.30
NH,2,2,0.553,  5.26
NH,2,3,0.301,  3.78
NH,3,1,0.144,  4.36
NH,3,4,0.141,  3.12
NH,3,5,0.178,  3.81
NH,3,6,0.140,  2.67
NH,3,8,0.108,  2.95
NH,3,9,0.083,  2.26
NH,4,1,0.288,  4.62
NH,4,2,0.712,  4.62
NH,5,1,0.104,  3.58
NH,5,2,0.161,  4.12
NH,5,3,0.735,  3.43
NH,6,1,0.100,  3.13
NH,6,2,0.280,  7.76
NH,6,3,0.620,  6.06
NH,7,1,0.427,  3.33
NH,7,2,0.573,  3.33
NH,8,2,0.948,  2.64
NH,9,1,0.120,  3.06
NH,9,2,0.880,  3.06
NH,10,2,0.075,  2.18
NH,10,3,0.277,  3.68
NH,10,4,0.260,  3.04
NH,10,5,0.222,  2.66
NH,10,7,0.101,  3.04
NH,11,2,0.945,  2.40
NH,12,1,0.154,  4.34
NH,12,2,0.846,  4.34
NH,13,1,0.707,  3.29
NH,13,2,0.320,  5.49
NH,13,3,0.122,  2.80
NH,13,5,0.119,  2.65
NH,13,6,0.104,  4.12
NH,13,7,0.155,  5.13
NH,13,10,0.175,  3.08
NH,14,1,0.690,  3.18
NH,14,2,0.199,  4.78
NH,14,5,0.267,  1.85
NH,15,3,0.211,  2.92
NH,15,4,0.517,  5.42
NH,15,5,0.141,  3.67
NJ,1,1,0.576,  2.07
NJ,1,2,0.317,  1.90
NJ,1,3,0.064,  0.89
NJ,1,4,0.025,  0.97
NJ,2,1,0.153,  1.27
NJ,2,2,0.576,  2.02
NJ,2,3,0.271,  2.68
NJ,3,1,0.159,  1.41
NJ,3,2,0.057,  1.01
NJ,3,3,0.096,  1.76
NJ,3,4,0.116,  1.20
NJ,3,5,0.147,  0.95
NJ,3,6,0.122,  1.70
NJ,3,7,0.062,  1.16
NJ,3,8,0.075,  0.96
NJ,3,9,0.085,  1.33
NJ,3,10,0.080,  1.63
NJ,4,1,0.403,  2.89
NJ,4,2,0.597,  2.89
NJ,5,1,0.129,  1.35
NJ,5,2,0.199,  2.16
NJ,5,3,0.673,  2.15
NJ,6,1,0.127,  1.28
NJ,6,2,0.348,  1.86
NJ,6,3,0.525,  2.38
NJ,7,1,0.398,  2.09
NJ,7,2,0.602,  2.09
NJ,8,1,0.058,  0.81
NJ,8,2,0.942,  0.81
NJ,9,1,0.137,  1.07
NJ,9,2,0.863,  1.07
NJ,10,1,0.047,  1.31
NJ,10,2,0.093,  1.72
NJ,10,3,0.153,  1.59
NJ,10,4,0.348,  2.09
NJ,10,5,0.192,  1.65
NJ,10,6,0.058,  1.31
NJ,10,7,0.109,  1.77
NJ,11,1,0.071,  1.54
NJ,11,2,0.929,  1.54
NJ,12,1,0.217,  1.57
NJ,12,2,0.783,  1.57
NJ,13,1,0.767,  1.53
NJ,13,2,0.299,  1.86
NJ,13,3,0.080,  1.35
NJ,13,4,0.031,  0.87
NJ,13,5,0.062,  1.26
